bulan;tahun;jenis;kode_trayek;trayek;jumlah_penumpang
Desember;2019;ANGKUTAN UMUM INTEGRASI;1F;STASIUN PALMERAH - BUNDARAN SENAYAN;34,124
Desember;2019;ANGKUTAN UMUM INTEGRASI;1C;PESANGGRAHAN - BLOK M;64,548
Desember;2019;ANGKUTAN UMUM INTEGRASI;1E;PONDOK LABU - BLOK M;164,306
Desember;2019;ANGKUTAN UMUM INTEGRASI;1H;STASIUN TANAH ABANG - STASIUN GONDANGDIA;69,069
Desember;2019;ANGKUTAN UMUM INTEGRASI;1M ;BLOK M - MERUYA;56,927
Desember;2019;ANGKUTAN UMUM INTEGRASI;1N;TANAH ABANG - BLOK M;40,223
Desember;2019;ANGKUTAN UMUM INTEGRASI;1P;SENEN - BUNDERAN SENAYAN;27,335
Desember;2019;ANGKUTAN UMUM INTEGRASI;1Q;REMPOA - BLOK M;68,681
Desember;2019;ANGKUTAN UMUM INTEGRASI;1R;STASIUN PASAR SENEN - STASIUN TANAH ABANG;48,14
Desember;2019;ANGKUTAN UMUM INTEGRASI;2K;JGC - HARAPAN INDAH;0
Desember;2019;ANGKUTAN UMUM INTEGRASI;3D;PENJARINGAN - RAWA BUAYA;41,582
Desember;2019;ANGKUTAN UMUM INTEGRASI;3E;SENTRALAND CENGKARENG - PURI KEMBANGAN;59,28
Desember;2019;ANGKUTAN UMUM INTEGRASI;4A;TU GAS - GROGOL 2;28,977
Desember;2019;ANGKUTAN UMUM INTEGRASI;4B;STASIUN MANGGARAI - UI;198,762
Desember;2019;ANGKUTAN UMUM INTEGRASI;4C;TU GAS - BUNDERAN SENAYAN;5,524
Desember;2019;ANGKUTAN UMUM INTEGRASI;4F;PONDOK GEDE - PULOGADUNG 2;139,702
Desember;2019;ANGKUTAN UMUM INTEGRASI;DA1;DUKUH ATAS - SAM RATULANGI;101
Desember;2019;ANGKUTAN UMUM INTEGRASI;DA2;DUKUH ATAS - TANAH ABANG;4,103
Desember;2019;ANGKUTAN UMUM INTEGRASI;DA3;DUKUH ATAS - KUNINGAN;13,716
Desember;2019;ANGKUTAN UMUM INTEGRASI;DA4;DUKUH ATAS - KOTA;16,27
Desember;2019;ANGKUTAN UMUM INTEGRASI;5A;KAMPUNG MELAYU - GROGOL 1;39,027
Desember;2019;ANGKUTAN UMUM INTEGRASI;5B;STASIUN TEBET - BIDARA CINA;40,329
Desember;2019;ANGKUTAN UMUM INTEGRASI;5F;KAMPUNG MELAYU - TANAH ABANG;69,542
Desember;2019;ANGKUTAN UMUM INTEGRASI;6C;STASIUN TEBET - KARET VIA PATRA KUNINGAN;226,161
Desember;2019;ANGKUTAN UMUM INTEGRASI;6H;LEBAK BULUS - STASIUN SENEN;111,506
Desember;2019;ANGKUTAN UMUM INTEGRASI;6M;BLOK M - STASIUN MANGGARAI;78,075
Desember;2019;ANGKUTAN UMUM INTEGRASI;6N;RAGUNAN - BLOK M VIA KEMANG;81,39
Desember;2019;ANGKUTAN UMUM INTEGRASI;6Q;EPICENTRUM - CASABLANCA;13,143
Desember;2019;ANGKUTAN UMUM INTEGRASI;7A;KAMPUNG RAMBUTAN - LEBAK BULUS;101,299
Desember;2019;ANGKUTAN UMUM INTEGRASI;7B;KAMPUNG RAMBUTAN - BLOK M;112,005
Desember;2019;ANGKUTAN UMUM INTEGRASI;7D;PANCORAN - TMII;87,217
Desember;2019;ANGKUTAN UMUM INTEGRASI;7E;KAMPUNG RAMBUTAN - RAGUNAN;15,48
Desember;2019;ANGKUTAN UMUM INTEGRASI;7N;GANDARIA - KAMPUNG RAMBUTAN;6,532
Desember;2019;ANGKUTAN UMUM INTEGRASI;7P;PONDOK KELAPA - BKN;36,124
Desember;2019;ANGKUTAN UMUM INTEGRASI;8C;KEBAYORAN LAMA - TANAH ABANG;68,911
Desember;2019;ANGKUTAN UMUM INTEGRASI;8D;JOGLO - BLOK M;86,605
Desember;2019;ANGKUTAN UMUM INTEGRASI;8E;BINTARO - BLOK M;55,69
Desember;2019;ANGKUTAN UMUM INTEGRASI;8K;BATUSARI - TANAH ABANG;45,704
Desember;2019;ANGKUTAN UMUM INTEGRASI;9D;PASAR MINGGU - TANAH ABANG;147,45
Desember;2019;ANGKUTAN UMUM INTEGRASI;9E;KEBAYORAN LAMA - GROGOL 2;62,755
Desember;2019;ANGKUTAN UMUM INTEGRASI;9H;CIPEDAK - BLOK M;66,439
Desember;2019;ANGKUTAN UMUM INTEGRASI;11A;PULO GEBANG - RAWAMANGUN;17,591
Desember;2019;ANGKUTAN UMUM INTEGRASI;11D;PULOGEBANG - PULOGADUNG 2 VIA PIK;93,599
Desember;2019;ANGKUTAN UMUM INTEGRASI;11Q;KAMPUNG MELAYU - PULOGEBANG VIA BKT;74,377
Desember;2019;ANGKUTAN UMUM INTEGRASI;11T;PULO GEBANG - STASIUN CAKUNG;8
Desember;2019;ANGKUTAN UMUM INTEGRASI;11U;PULOGEBANG - STASIUN CAKUNG VIA CILINCING;9,824
Desember;2019;ANGKUTAN UMUM INTEGRASI;12A;PELABUHAN KALIADEM - KOTA;19,366
Desember;2019;ANGKUTAN UMUM INTEGRASI;12B;PLUIT - STASIUN SENEN;47,85
Desember;2019;ANGKUTAN UMUM INTEGRASI;12E;HISTORY OF JAKARTA EXPLORER;6,68
Desember;2019;ANGKUTAN UMUM INTEGRASI;12K;ASEMKA EXPLORER;7,104
Desember;2019;ANGKUTAN UMUM INTEGRASI;MR1;CSW - PAKUBUWONO;1,019
Desember;2019;ANGKUTAN UMUM INTEGRASI;MR2;CSW - KRAMAT PELA;9,604
Desember;2019;ANGKUTAN UMUM INTEGRASI;MR3;CSW - WIJAYA;1,869
Desember;2019;ANGKUTAN UMUM INTEGRASI;MR5;STASIUN MRT BLOK A - RADIO DALAM;6,57
Desember;2019;ANGKUTAN UMUM INTEGRASI;MR8;CIPETE - ANTASARI;6,936
Desember;2019;ANGKUTAN UMUM INTEGRASI;MR9;SOUTH QUARTER - LEBAK BULUS;10,527
Desember;2019;ANGKUTAN UMUM INTEGRASI;10K;SENIN - TANJUNG PRIOK;58,633
Desember;2019;ANGKUTAN UMUM INTEGRASI;10F;LRT PEGANGSAAN - KELAPA GADING;4,616
Desember;2019;ANGKUTAN UMUM INTEGRASI;6R;RAGUNAN - FATMAWATI;16,62
Desember;2019;ANGKUTAN UMUM INTEGRASI;5M;KAMPUNG MELAYU - TANAH ABANG VIA CIKINI;74,993
Desember;2019;ANGKUTAN UMUM INTEGRASI;5N;KAMPUNG MELAYU - RAGUNAN;20,836
Desember;2019;TRANSJABODETABEK;B11;SUMMARECON BEKASI - TOSARI;69,896
Desember;2019;TRANSJABODETABEK;B12;SUMMARECON BEKASI - TANJUNG PRIOK;50,134
Desember;2019;TRANSJABODETABEK;B21;BEKASI TIMUR - GROGOL 2;87,57
Desember;2019;TRANSJABODETABEK;B22;BEKASI TIMUR - JUANDA;52,863
Desember;2019;TRANSJABODETABEK;D11;DEPOK - BKN;121,455
Desember;2019;TRANSJABODETABEK;D21;UI - LEBAK BULUS;144,074
Desember;2019;TRANSJABODETABEK;S11;BSD - GROGOL 2;115,398
Desember;2019;TRANSJABODETABEK;S21;CIPUTAT - TOSARI;162,095
Desember;2019;TRANSJABODETABEK;S22;CIPUTAT - KAMPUNG RAMBUTAN;101,081
Desember;2019;TRANSJABODETABEK;S41;PONDOK CABE - TANAH ABANG;53,81
Desember;2019;TRANSJABODETABEK;T11;PORIS PLAWAD - BUNDARAN SENAYAN;231,958
Desember;2019;TRANSJABODETABEK;T12;PORIS PLAWAD - JUANDA;82,019
Desember;2019;TRANSJABODETABEK;7C;CIBUBUR - BKN;180,652
Desember;2019;TRANSJABODETABEK;2B;HARAPAN INDAH - ASMI;117,407
Desember;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;B13;BEKASI BARAT - BLOK M;18,577
Desember;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;B14;BEKASI BARAT - KUNINGAN;15,774
Desember;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;B23;BEKASI TIMUR - TEBET;872
Desember;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;B24;BEKASI TIMUR - KALIDERES;1,952
Desember;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;1K;CIBUBUR JUNCTION - BLOK M;18,061
Desember;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;1T;CIBUBUR - KOTA;15,37
Desember;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;6P;CIBUBUR - KUNINGAN;17,382
Desember;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;1U;TAMAN MINI - BALAI KOTA;5,803
Desember;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;D31;CINERE - KUNINGAN;1,74
Desember;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;S31;BINTARO - BLOK M VIA JORR;12,855
Desember;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;S12;BSD - MRT FATMAWATI;15,991
Desember;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;B15;JATI BENING - BLOK M;4,594
Desember;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;B16;JATI BENING - KUNINGAN;1,638
Desember;2019; ANGKUTAN UMUM LAINNYA ;GR1;BUNDARAN SENAYAN - HARMONI (BUS GRATIS);397,176
Desember;2019; ANGKUTAN UMUM LAINNYA ;GR2;TANAH ABANG EXPLORER;262,534
Desember;2019; ANGKUTAN UMUM LAINNYA ;TJC;TRANSJAKARTA CARES;4,801
Desember;2019; ANGKUTAN UMUM LAINNYA ;G1;GRATIS GATE NON BRT;3,94
Desember;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN RT/RW JUMANTIK;13,37
Desember;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN PRA PON GULAT;0
Desember;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN KEGIATAN PERTIKAWAN;0
Desember;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN KORPRI DKI;0
Desember;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN PPAPP;700
Desember;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN CRISTMAST;135
Desember;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN HARI JUANG TNI;988
Desember;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN HARI DISABILITAS;100
Desember;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN PACTO;200
Desember;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN JARINGAN MISKIN KPOTA;200
Desember;2019; ANGKUTAN UMUM LAINNYA ;;SHUTLE BUS IRTI MONAS;550
Desember;2019; ANGKUTAN UMUM LAINNYA ;;SHUTLE BUS RAGUNAN;3,228
Desember;2019; ANGKUTAN UMUM LAINNYA ;;SHUTLE BUS LISTRIK MONAS;5,888
Desember;2019; ANGKUTAN UMUM LAINNYA ;;SHUTLE BUS ANCOL;211
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-1;TANJUNG PRIOK - PLUMPANG;101,923
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-2;KAMPUNG MELAYU - DUREN SAWIT;80,934
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-3;LEBAK BULUS - PONDOK LABU;77,369
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-4;GROGOL - JEMBATAN DUA;67,328
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-5;SEMPER - ROROTAN;119,052
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-6;KAMPUNG RAMBUTAN - PONDOK GEDE;127,045
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-7;TANAH ABANG - TAWAKAL;87,101
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-8;ROXY - BENDUNGAN HILIR;23,796
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-9;ROXY KARET;14,795
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-10;TANAH ABANG-KOTA;80,575
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-11;TANAH ABANG-KEBAYORAN LAMA;92,314
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-12;TANAH ABANG- KAMPUNG BARU KEBAYORAN;79,521
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-13;TANAH ABANG - KOTA INTAN ;6,703
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-14;TANAH ABANG-MERUYA;183,652
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-15;TANJUNG PRIOK - BULAK TURI;187,964
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-16;PGC - CONDET;142,12
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-17;PULOGADUNG - SENEN;53,681
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-18;STASIUN KALIBATA - KUNINGAN;40,233
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-19;PINANG RANTI - SETU;221,115
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-20;LUBANG BUAYA - CAWANG UKI;135,733
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-21;DWIKORA - CILILITAN;150,666
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-22;PENAS KALIMALANG - DWIKORA;70,918
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-24;SENEN - PULOGADUNG VIA KELAPA GADING;113,709
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-25;PASAR REBO - KALISARI;101,78
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-26;RAWAMANGUN - DUREN SAWIT;82,054
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-27;PULOGEBANG - ROROTAN;88,738
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-28;PASAR REBO - TAMAN WILADATIKA;129,005
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-29;TANJUNG PRIOK - KELAPA GADING;175,761
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-30;MERUYA - CITRALAND;257,576
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-31;PONDOK LABU - BLOK M;138,205
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-32;PETUKANGAN - LEBAK BULUS;172,965
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-33;PULO GADUNG - KOTA;65,224
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-34;RAWAMANGUN - KLENDER;101,696
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-35;RAWAMANGUN - PANGKALAN JATI;248
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-36;CILANGKAP - CILILITAN;145,216
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-37;CILILITAN - CONDET VIA KAYU MANIS;141,083
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-38;BULAK RINGIN - KAMPUNG RAMBUTAN;111,347
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-39;DUREN SAWIT - KALIMALANG;91,071
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-40;PULOGEBANG - TAMAN HARAPAN BARU;63,107
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-41;KAMPUNG MELAYU - PULOGEBANG;6,902
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-42;PONDOK KELAPA - KAMPUNG MELAYU;49,35
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-43;TONGTEK - CILILTAN;34,471
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-44;ANDARA - LENTENG AGUNG;88,543
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-45;LEBAK BULUS - RAGUNAN;110,838
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-46;KAMPUNG MELAYU - RAGUNAN;37,033
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-47;PASAR MINGGU - CIGANJUR;86,469
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-49;LEBAK BULUS - CIPULIR;25,517
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-50;KALIDERES - PURI KEMBANGAN;103,029
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-51;TAMAN KOTA - BUDI LUHUR;198,177
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-52;KALIDERES - ANGKE;30,035
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-53;GROGOL - PENGUMBEN;4,883
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-54;GROGOL - BENHIL;32,843
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-56;GROGOL - SRENGSENG;68,294
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-58;CILINCING - ROROTAN;143,852
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-59;RAWASENGON - RAWAMANGUN;156,543
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-60;KELAPA GADING - RUSUN KEMAYORAN;107,059
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-61;PULOGADUNG - CEMPAKA PUTIH;66,726
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-64;LENTENG AGUNG - ASELI;84,823
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-71;KAMPUNG RAMBUTAN - PINANG RANTI;5,936
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-72;KAMPUNG RAMBUTAN - PASAR REBO VIA PONCOL;182,312
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-73;CIBUBUR - JAMBORE;107,075
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-74;RAWAMANGUN - CIPINANG;44,226
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-75;CILILITAN - KAMPUNG PULO;99,861
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-77;TANJUNG PRIOK - JEMBATAN HITAM;89,515
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-80;RAWA BUAYA - RAWA KOMPENI;89,624
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-84;KAMPUNG MELAYU - KAPIN RAYA;22,973
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-85;BINTARA - CIPINANG INDAH;4,092
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-112;TANAH MERAH - PULOGADUNG;596
Desember;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-117;TANJUNG PRIOK - TANAH MERDEKA;6,218
Desember;2019;ANGKUTAN WISATA;BW1;SEJARAH JAKARTA;114,118
Desember;2019;ANGKUTAN WISATA;BW2;JAKARTA MODERN;83,615
Desember;2019;ANGKUTAN WISATA;BW4;PENCAKAR LANGIT;32,204
Desember;2019;ANGKUTAN WISATA;BW3;KESENIAN DAN KULINER;14,186
Desember;2019;ANGKUTAN WISATA;BW5;WISATA KALIJODO;25,194
Desember;2019;ANGKUTAN WISATA;BW6;MAKAM MBAH PRIUK;1,632
Desember;2019;ANGKUTAN WISATA;BW7;JAKARTA BELANJA;17,16
Desember;2019;ANGKUTAN UMUM INTEGRASI RUSUN;2E;RUSUN RAWA BEBEK - PAKIN;22,124
Desember;2019;ANGKUTAN UMUM INTEGRASI RUSUN;2F;RUSUN CAKUNG BARAT (ALBO) - PULO GADUNG 1;26,852
Desember;2019;ANGKUTAN UMUM INTEGRASI RUSUN;2H;RUSUN JATI RAWASARI - SENEN;3,276
Desember;2019;ANGKUTAN UMUM INTEGRASI RUSUN;3A;RUSUN PESAKIH - KALIDERES;27,253
Desember;2019;ANGKUTAN UMUM INTEGRASI RUSUN;3B;RUSUN FLAMBOYAN - KALIDERES;5,708
Desember;2019;ANGKUTAN UMUM INTEGRASI RUSUN;3C;RUSUN KAPUK MUARA - PENJARINGAN;5,339
Desember;2019;ANGKUTAN UMUM INTEGRASI RUSUN;4E;RUSUN JATINEGARA KAUM - PULO GADUNG 2;3,724
Desember;2019;ANGKUTAN UMUM INTEGRASI RUSUN;9F;RUSUN TAMBORA - PLUIT;5,886
Desember;2019;ANGKUTAN UMUM INTEGRASI RUSUN;10A;RUSUN MARUNDA - TANJUNG PRIOK;46,559
Desember;2019;ANGKUTAN UMUM INTEGRASI RUSUN;10B;RUSUN CIPINANG BESAR SELATAN - PENAS KALIMALANG;9,983
Desember;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11B;RUSUN RAWA BEBEK - PENGGILINGAN;7,948
Desember;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11C;RUSUN PINUS ELOK - RUSUN PULO GEBANG;32,127
Desember;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11K;RUSUN KOMARUDIN - PENGGILINGAN;3,801
Desember;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11M;RUSUN RAWA BEBEK - BUKIT DURI;47,716
Desember;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11N;RUSUN CIPINANG MUARA - JATINEGARA;3,113
Desember;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11P;RUSUN PONDOK BAMBU - WALIKOTA JAKARTA TIMUR;3,586
Desember;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11R;RUSUN CAKUNG KM 2 - BUKIT DURI;7,627
Desember;2019;ANGKUTAN UMUM INTEGRASI RUSUN;12C;RUSUN WADUK PLUIT- PENJARINGAN;5,759
Desember;2019;ANGKUTAN UMUM INTEGRASI RUSUN;12D;RUSUN SUKAPURA - SUNTER (VIA KELAPA GADING);12,83
Desember;2019;ANGKUTAN UMUM INTEGRASI RUSUN;12F;RUSUN MARUNDA - RUSUN WADUK PLUIT;30,497
Desember;2019;ANGKUTAN UMUM INTEGRASI RUSUN;12H;RUSUN PENJARINGAN - PENJARINGAN;8,049
Desember;2019;LAMPIRAN LAYANAN GRATIS BRT;PNS;GRATIS PNS DKI DAN PENSIUNAN PNS;39,734
Desember;2019;LAMPIRAN LAYANAN GRATIS BRT;TKD;GRATIS TENAGA KONTRAK DKI;21,73
Desember;2019;LAMPIRAN LAYANAN GRATIS BRT;KJP;GRATIS PENERIMA KJP;39,688
Desember;2019;LAMPIRAN LAYANAN GRATIS BRT;KST;GRATIS KARYAWAN SWASTA TERTENTU;7,174
Desember;2019;LAMPIRAN LAYANAN GRATIS BRT;RSN;GRATIS PENGHUNI RUMAH SUSUN;23,072
Desember;2019;LAMPIRAN LAYANAN GRATIS BRT;PAS;GRATIS KTP KEPULAUAN SERIBU;1,162
Desember;2019;LAMPIRAN LAYANAN GRATIS BRT;PBS;GRATIS PENERIMA RASKIN;3,352
Desember;2019;LAMPIRAN LAYANAN GRATIS BRT;TNI;GRATIS TNI/POLRI;505
Desember;2019;LAMPIRAN LAYANAN GRATIS BRT;VET;GRATIS VETERAN;78
Desember;2019;LAMPIRAN LAYANAN GRATIS BRT;KPD;GRATIS PENYANDANG DISABILITAS;7,653
Desember;2019;LAMPIRAN LAYANAN GRATIS BRT;PLU;GRATIS LANSIA;385,598
Desember;2019;LAMPIRAN LAYANAN GRATIS BRT;MAR;GRATIS MARBOT;256
Desember;2019;LAMPIRAN LAYANAN GRATIS BRT;PAUD;GRATIS PAUD;13,303
Desember;2019;LAMPIRAN LAYANAN GRATIS BRT;JMT;GRATIS JUMANTIK;16,898
Desember;2019;LAMPIRAN RINCIAN GRATIS GATE NON BRT;B11;HALTE MM BARAT;1,013
Desember;2019;LAMPIRAN RINCIAN GRATIS GATE NON BRT;B12;HALTE SUMARECON BEKASI;535
Desember;2019;LAMPIRAN RINCIAN GRATIS GATE NON BRT;B21;HALTE BULAK KAPAL;1,071
Desember;2019;LAMPIRAN RINCIAN GRATIS GATE NON BRT;B22;HALTE BTC;399
Desember;2019;LAMPIRAN RINCIAN GRATIS GATE NON BRT;6C;HALTE TEBET;922
